********************For 0th molecule****************
Z: 17.0 | positon: (0.03,-0.89,-0.48) | Expt.Chrg: -0.369 | Predicted: -0.151 | Diff: -0.218
******************************************************
********************For 44th molecule****************
Z: 7.0 | positon: (-2.53,0.36,-1.16) | Expt.Chrg: -0.200 | Predicted: -0.063 | Diff: -0.137
Z: 6.0 | positon: (-1.41,-0.35,-0.14) | Expt.Chrg: -0.064 | Predicted: -0.073 | Diff: 0.009
Z: 7.0 | positon: (-0.67,-0.76,-0.08) | Expt.Chrg: -0.138 | Predicted: -0.067 | Diff: -0.071
Z: 6.0 | positon: (1.60,-0.56,1.06) | Expt.Chrg: 0.008 | Predicted: -0.074 | Diff: 0.082
Z: 8.0 | positon: (1.88,-2.98,1.22) | Expt.Chrg: -0.114 | Predicted: -0.045 | Diff: -0.070
Z: 6.0 | positon: (1.50,0.15,0.33) | Expt.Chrg: -0.662 | Predicted: -0.074 | Diff: -0.589
Z: 16.0 | positon: (-0.15,1.57,-0.04) | Expt.Chrg: 0.055 | Predicted: 0.102 | Diff: -0.048
Z: 1.0 | positon: (-2.43,1.57,0.60) | Expt.Chrg: -0.034 | Predicted: 0.073 | Diff: -0.108
Z: 1.0 | positon: (-0.29,-1.89,-1.04) | Expt.Chrg: 0.505 | Predicted: 0.073 | Diff: 0.432
Z: 1.0 | positon: (1.44,1.36,1.00) | Expt.Chrg: 0.313 | Predicted: 0.073 | Diff: 0.240
Z: 1.0 | positon: (1.96,0.88,-1.04) | Expt.Chrg: 0.332 | Predicted: 0.073 | Diff: 0.259
******************************************************
********************For 45th molecule****************
Z: 8.0 | positon: (-2.68,-0.34,1.01) | Expt.Chrg: -0.019 | Predicted: -0.042 | Diff: 0.022
Z: 16.0 | positon: (-0.11,-0.36,-0.78) | Expt.Chrg: 2.089 | Predicted: 0.110 | Diff: 1.979
Z: 8.0 | positon: (-0.30,-1.51,0.81) | Expt.Chrg: -0.420 | Predicted: -0.045 | Diff: -0.375
Z: 6.0 | positon: (0.36,-0.16,-1.03) | Expt.Chrg: -1.056 | Predicted: -0.084 | Diff: -0.973
Z: 6.0 | positon: (2.03,1.62,-0.24) | Expt.Chrg: -0.179 | Predicted: -0.082 | Diff: -0.097
Z: 8.0 | positon: (1.21,0.83,-1.31) | Expt.Chrg: -0.485 | Predicted: -0.046 | Diff: -0.439
Z: 1.0 | positon: (2.52,-1.04,0.25) | Expt.Chrg: 0.031 | Predicted: 0.047 | Diff: -0.016
Z: 1.0 | positon: (2.10,-1.02,-1.92) | Expt.Chrg: 0.000 | Predicted: 0.047 | Diff: -0.047
Z: 1.0 | positon: (1.25,1.10,0.86) | Expt.Chrg: -0.021 | Predicted: 0.047 | Diff: -0.068
Z: 1.0 | positon: (2.83,0.99,0.06) | Expt.Chrg: 0.061 | Predicted: 0.047 | Diff: 0.014
******************************************************
********************For 46th molecule****************
Z: 8.0 | positon: (-2.49,-0.33,0.93) | Expt.Chrg: -0.036 | Predicted: -0.042 | Diff: 0.006
Z: 16.0 | positon: (-0.62,1.02,-1.33) | Expt.Chrg: 0.573 | Predicted: 0.111 | Diff: 0.462
Z: 8.0 | positon: (-0.12,-0.87,-0.16) | Expt.Chrg: -0.577 | Predicted: -0.046 | Diff: -0.531
Z: 6.0 | positon: (1.60,0.14,-1.02) | Expt.Chrg: -0.120 | Predicted: -0.083 | Diff: -0.037
Z: 6.0 | positon: (0.91,0.53,0.68) | Expt.Chrg: -0.027 | Predicted: -0.084 | Diff: 0.057
Z: 8.0 | positon: (0.62,1.83,-0.23) | Expt.Chrg: -0.608 | Predicted: -0.046 | Diff: -0.562
Z: 1.0 | positon: (1.87,-1.16,0.53) | Expt.Chrg: 0.062 | Predicted: 0.048 | Diff: 0.014
Z: 1.0 | positon: (0.84,-1.48,-1.39) | Expt.Chrg: 0.347 | Predicted: 0.048 | Diff: 0.299
Z: 1.0 | positon: (1.01,1.01,1.96) | Expt.Chrg: 0.235 | Predicted: 0.048 | Diff: 0.187
Z: 1.0 | positon: (2.60,0.66,0.29) | Expt.Chrg: 0.151 | Predicted: 0.048 | Diff: 0.103
******************************************************
********************For 47th molecule****************
Z: 8.0 | positon: (-2.21,0.16,1.34) | Expt.Chrg: -0.624 | Predicted: -0.042 | Diff: -0.581
Z: 16.0 | positon: (-1.15,-0.12,0.79) | Expt.Chrg: 1.300 | Predicted: 0.111 | Diff: 1.189
Z: 8.0 | positon: (-0.49,-1.77,-0.30) | Expt.Chrg: -0.517 | Predicted: -0.045 | Diff: -0.472
Z: 6.0 | positon: (1.46,-0.72,-0.26) | Expt.Chrg: -0.236 | Predicted: -0.084 | Diff: -0.152
Z: 6.0 | positon: (1.19,1.39,0.12) | Expt.Chrg: -0.118 | Predicted: -0.083 | Diff: -0.034
Z: 8.0 | positon: (0.78,1.26,-0.38) | Expt.Chrg: 0.174 | Predicted: -0.047 | Diff: 0.221
Z: 1.0 | positon: (2.85,-1.52,0.26) | Expt.Chrg: 0.031 | Predicted: 0.047 | Diff: -0.017
Z: 1.0 | positon: (1.85,-0.47,-1.34) | Expt.Chrg: 0.099 | Predicted: 0.048 | Diff: 0.052
Z: 1.0 | positon: (0.90,0.90,1.11) | Expt.Chrg: 0.046 | Predicted: 0.048 | Diff: -0.002
Z: 1.0 | positon: (2.66,1.07,0.02) | Expt.Chrg: -0.156 | Predicted: 0.048 | Diff: -0.203
******************************************************
********************For 48th molecule****************
Z: 8.0 | positon: (0.39,-2.86,-0.56) | Expt.Chrg: -0.483 | Predicted: -0.085 | Diff: -0.399
Z: 6.0 | positon: (0.54,-0.94,0.00) | Expt.Chrg: 0.104 | Predicted: -0.038 | Diff: 0.142
Z: 6.0 | positon: (1.67,0.42,-0.07) | Expt.Chrg: 0.043 | Predicted: -0.039 | Diff: 0.082
Z: 17.0 | positon: (3.32,-1.87,-0.32) | Expt.Chrg: -0.173 | Predicted: 0.014 | Diff: -0.187
Z: 6.0 | positon: (0.56,0.69,0.69) | Expt.Chrg: -0.132 | Predicted: -0.039 | Diff: -0.093
Z: 6.0 | positon: (1.08,1.52,-0.24) | Expt.Chrg: -0.086 | Predicted: -0.040 | Diff: -0.046
Z: 17.0 | positon: (0.38,3.09,-0.67) | Expt.Chrg: 0.454 | Predicted: 0.012 | Diff: 0.442
Z: 6.0 | positon: (-0.20,1.12,0.46) | Expt.Chrg: -0.169 | Predicted: -0.038 | Diff: -0.130
Z: 6.0 | positon: (-1.39,1.25,-0.82) | Expt.Chrg: -0.044 | Predicted: -0.038 | Diff: -0.006
Z: 6.0 | positon: (-2.69,0.92,0.58) | Expt.Chrg: -0.159 | Predicted: -0.040 | Diff: -0.120
Z: 6.0 | positon: (-3.35,-1.38,-0.48) | Expt.Chrg: 0.663 | Predicted: -0.040 | Diff: 0.704
Z: 7.0 | positon: (-1.39,-1.87,0.78) | Expt.Chrg: -0.110 | Predicted: -0.069 | Diff: -0.042
Z: 6.0 | positon: (0.43,-1.49,0.21) | Expt.Chrg: -0.104 | Predicted: -0.039 | Diff: -0.065
Z: 1.0 | positon: (-0.59,-2.59,0.66) | Expt.Chrg: 0.322 | Predicted: 0.096 | Diff: 0.226
Z: 1.0 | positon: (3.75,2.29,0.80) | Expt.Chrg: 0.053 | Predicted: 0.096 | Diff: -0.042
Z: 1.0 | positon: (-1.66,3.26,0.21) | Expt.Chrg: -0.084 | Predicted: 0.096 | Diff: -0.179
Z: 1.0 | positon: (-4.07,2.01,0.11) | Expt.Chrg: 0.027 | Predicted: 0.096 | Diff: -0.068
Z: 1.0 | positon: (-3.77,-1.82,-0.32) | Expt.Chrg: -0.122 | Predicted: 0.096 | Diff: -0.218
******************************************************
********************For 49th molecule****************
Z: 8.0 | positon: (0.32,-2.65,-0.79) | Expt.Chrg: -0.570 | Predicted: -0.084 | Diff: -0.485
Z: 6.0 | positon: (0.35,-1.33,-0.21) | Expt.Chrg: 0.116 | Predicted: -0.040 | Diff: 0.155
Z: 6.0 | positon: (1.52,-1.17,0.15) | Expt.Chrg: -0.519 | Predicted: -0.040 | Diff: -0.480
Z: 17.0 | positon: (2.89,-0.94,0.25) | Expt.Chrg: 0.935 | Predicted: 0.012 | Diff: 0.923
Z: 6.0 | positon: (2.22,0.59,-0.02) | Expt.Chrg: -0.383 | Predicted: -0.039 | Diff: -0.344
Z: 6.0 | positon: (0.24,1.32,1.14) | Expt.Chrg: -0.029 | Predicted: -0.038 | Diff: 0.009
Z: 17.0 | positon: (0.52,3.32,-0.37) | Expt.Chrg: 0.112 | Predicted: 0.014 | Diff: 0.098
Z: 6.0 | positon: (-0.61,2.04,0.49) | Expt.Chrg: -0.282 | Predicted: -0.039 | Diff: -0.242
Z: 6.0 | positon: (-2.09,1.22,-0.33) | Expt.Chrg: -0.072 | Predicted: -0.039 | Diff: -0.033
Z: 6.0 | positon: (-2.70,0.72,0.12) | Expt.Chrg: -0.352 | Predicted: -0.040 | Diff: -0.312
Z: 6.0 | positon: (-2.87,-0.43,0.31) | Expt.Chrg: 0.032 | Predicted: -0.041 | Diff: 0.072
Z: 7.0 | positon: (-2.06,-1.03,0.44) | Expt.Chrg: -0.131 | Predicted: -0.069 | Diff: -0.061
Z: 6.0 | positon: (-0.64,-0.76,0.69) | Expt.Chrg: 0.037 | Predicted: -0.037 | Diff: 0.074
Z: 1.0 | positon: (1.24,-2.45,0.90) | Expt.Chrg: 0.285 | Predicted: 0.096 | Diff: 0.189
Z: 1.0 | positon: (3.10,0.49,0.71) | Expt.Chrg: 0.085 | Predicted: 0.096 | Diff: -0.011
Z: 1.0 | positon: (-1.50,2.83,0.19) | Expt.Chrg: 0.233 | Predicted: 0.096 | Diff: 0.137
Z: 1.0 | positon: (-3.55,1.55,-0.80) | Expt.Chrg: 0.416 | Predicted: 0.096 | Diff: 0.320
Z: 1.0 | positon: (-3.91,-1.38,-0.19) | Expt.Chrg: 0.086 | Predicted: 0.096 | Diff: -0.010
******************************************************
********************For 50th molecule****************
Z: 8.0 | positon: (0.59,-2.48,0.18) | Expt.Chrg: 0.203 | Predicted: -0.085 | Diff: 0.288
Z: 6.0 | positon: (0.87,-1.76,0.40) | Expt.Chrg: 0.131 | Predicted: -0.040 | Diff: 0.171
Z: 6.0 | positon: (1.95,-0.68,0.64) | Expt.Chrg: -0.342 | Predicted: -0.039 | Diff: -0.303
Z: 17.0 | positon: (3.50,-0.73,1.13) | Expt.Chrg: 0.577 | Predicted: 0.014 | Diff: 0.564
Z: 6.0 | positon: (2.63,0.93,0.82) | Expt.Chrg: 0.020 | Predicted: -0.040 | Diff: 0.060
Z: 6.0 | positon: (-0.19,0.65,0.21) | Expt.Chrg: 0.067 | Predicted: -0.038 | Diff: 0.105
Z: 17.0 | positon: (1.81,3.44,-0.10) | Expt.Chrg: -0.641 | Predicted: 0.016 | Diff: -0.658
Z: 6.0 | positon: (-0.36,1.07,0.31) | Expt.Chrg: 0.263 | Predicted: -0.038 | Diff: 0.302
Z: 6.0 | positon: (-1.78,1.63,0.27) | Expt.Chrg: -0.205 | Predicted: -0.040 | Diff: -0.165
Z: 6.0 | positon: (-2.76,0.74,0.52) | Expt.Chrg: 0.066 | Predicted: -0.040 | Diff: 0.106
Z: 6.0 | positon: (-3.75,-0.21,-0.44) | Expt.Chrg: -0.180 | Predicted: -0.041 | Diff: -0.140
Z: 7.0 | positon: (-1.55,-0.70,0.03) | Expt.Chrg: -0.193 | Predicted: -0.069 | Diff: -0.124
Z: 6.0 | positon: (-0.36,-0.62,-0.20) | Expt.Chrg: -0.109 | Predicted: -0.039 | Diff: -0.070
Z: 1.0 | positon: (0.86,-3.80,1.51) | Expt.Chrg: -0.018 | Predicted: 0.096 | Diff: -0.113
Z: 1.0 | positon: (2.97,0.61,0.35) | Expt.Chrg: -0.113 | Predicted: 0.096 | Diff: -0.209
Z: 1.0 | positon: (-1.44,2.56,0.20) | Expt.Chrg: 0.205 | Predicted: 0.096 | Diff: 0.109
Z: 1.0 | positon: (-4.25,1.08,0.38) | Expt.Chrg: 0.108 | Predicted: 0.096 | Diff: 0.013
Z: 1.0 | positon: (-3.45,-1.64,0.04) | Expt.Chrg: 0.161 | Predicted: 0.096 | Diff: 0.065
******************************************************
********************For 51th molecule****************
Z: 17.0 | positon: (4.03,1.83,-0.02) | Expt.Chrg: 0.367 | Predicted: 0.042 | Diff: 0.324
Z: 6.0 | positon: (2.95,0.50,-0.26) | Expt.Chrg: -0.223 | Predicted: -0.045 | Diff: -0.178
Z: 6.0 | positon: (2.01,-0.54,-0.31) | Expt.Chrg: 0.131 | Predicted: -0.045 | Diff: 0.176
Z: 6.0 | positon: (0.97,-0.55,0.36) | Expt.Chrg: -0.162 | Predicted: -0.044 | Diff: -0.119
Z: 6.0 | positon: (0.59,-0.53,-0.24) | Expt.Chrg: -0.095 | Predicted: -0.044 | Diff: -0.052
Z: 8.0 | positon: (-1.28,-2.14,-0.00) | Expt.Chrg: -0.502 | Predicted: -0.078 | Diff: -0.423
Z: 6.0 | positon: (-3.67,-0.51,-0.18) | Expt.Chrg: 0.161 | Predicted: -0.045 | Diff: 0.206
Z: 8.0 | positon: (-4.23,-0.91,0.44) | Expt.Chrg: 0.081 | Predicted: -0.079 | Diff: 0.159
Z: 6.0 | positon: (-2.44,0.64,-0.88) | Expt.Chrg: 0.348 | Predicted: -0.043 | Diff: 0.391
Z: 6.0 | positon: (-0.74,1.66,0.61) | Expt.Chrg: -0.138 | Predicted: -0.044 | Diff: -0.094
Z: 6.0 | positon: (-0.13,1.65,-0.20) | Expt.Chrg: -0.391 | Predicted: -0.044 | Diff: -0.348
Z: 6.0 | positon: (0.71,1.24,-1.13) | Expt.Chrg: -0.120 | Predicted: -0.043 | Diff: -0.078
Z: 1.0 | positon: (3.76,-1.11,0.17) | Expt.Chrg: 0.200 | Predicted: 0.102 | Diff: 0.098
Z: 1.0 | positon: (0.62,-2.60,-0.76) | Expt.Chrg: -0.106 | Predicted: 0.102 | Diff: -0.208
Z: 1.0 | positon: (-3.61,1.03,0.44) | Expt.Chrg: 0.170 | Predicted: 0.102 | Diff: 0.068
Z: 1.0 | positon: (-1.33,3.37,-0.27) | Expt.Chrg: 0.211 | Predicted: 0.102 | Diff: 0.109
Z: 1.0 | positon: (1.34,1.52,-0.47) | Expt.Chrg: 0.070 | Predicted: 0.102 | Diff: -0.032
******************************************************
********************For 52th molecule****************
Z: 17.0 | positon: (4.12,2.44,-1.12) | Expt.Chrg: -0.416 | Predicted: 0.043 | Diff: -0.459
Z: 6.0 | positon: (2.23,0.70,0.67) | Expt.Chrg: 0.108 | Predicted: -0.044 | Diff: 0.152
Z: 6.0 | positon: (2.26,-0.01,-0.43) | Expt.Chrg: -0.231 | Predicted: -0.044 | Diff: -0.187
Z: 6.0 | positon: (1.94,-2.17,-0.33) | Expt.Chrg: -0.057 | Predicted: -0.044 | Diff: -0.012
Z: 6.0 | positon: (0.54,-1.13,-0.19) | Expt.Chrg: 0.260 | Predicted: -0.043 | Diff: 0.303
Z: 8.0 | positon: (-1.32,-1.82,-0.40) | Expt.Chrg: -0.260 | Predicted: -0.079 | Diff: -0.181
Z: 6.0 | positon: (-2.36,-0.66,0.99) | Expt.Chrg: -0.032 | Predicted: -0.045 | Diff: 0.014
Z: 8.0 | positon: (-3.80,-0.49,0.26) | Expt.Chrg: -0.386 | Predicted: -0.079 | Diff: -0.307
Z: 6.0 | positon: (-2.25,0.20,0.45) | Expt.Chrg: -0.259 | Predicted: -0.045 | Diff: -0.214
Z: 6.0 | positon: (-0.71,1.06,-0.77) | Expt.Chrg: -0.052 | Predicted: -0.043 | Diff: -0.009
Z: 6.0 | positon: (-0.17,1.12,-0.16) | Expt.Chrg: -0.272 | Predicted: -0.043 | Diff: -0.229
Z: 6.0 | positon: (0.98,1.50,-1.21) | Expt.Chrg: 0.451 | Predicted: -0.044 | Diff: 0.495
Z: 1.0 | positon: (2.91,-2.37,-0.39) | Expt.Chrg: 0.167 | Predicted: 0.102 | Diff: 0.065
Z: 1.0 | positon: (1.18,-2.71,0.12) | Expt.Chrg: 0.156 | Predicted: 0.102 | Diff: 0.054
Z: 1.0 | positon: (-3.29,0.89,-0.65) | Expt.Chrg: 0.415 | Predicted: 0.102 | Diff: 0.313
Z: 1.0 | positon: (-1.38,2.07,-0.88) | Expt.Chrg: 0.308 | Predicted: 0.102 | Diff: 0.205
Z: 1.0 | positon: (0.37,1.53,0.21) | Expt.Chrg: 0.097 | Predicted: 0.102 | Diff: -0.005
******************************************************
********************For 53th molecule****************
Z: 17.0 | positon: (3.93,0.83,0.36) | Expt.Chrg: 0.741 | Predicted: 0.043 | Diff: 0.699
Z: 6.0 | positon: (2.70,1.59,-0.03) | Expt.Chrg: -0.419 | Predicted: -0.045 | Diff: -0.374
Z: 6.0 | positon: (1.31,-1.07,0.21) | Expt.Chrg: -0.244 | Predicted: -0.044 | Diff: -0.200
Z: 6.0 | positon: (1.13,-2.40,-0.57) | Expt.Chrg: 0.075 | Predicted: -0.044 | Diff: 0.119
Z: 6.0 | positon: (-0.28,-0.72,0.28) | Expt.Chrg: 0.206 | Predicted: -0.043 | Diff: 0.249
Z: 8.0 | positon: (-1.33,-1.64,0.54) | Expt.Chrg: -0.377 | Predicted: -0.079 | Diff: -0.298
Z: 6.0 | positon: (-2.61,-0.94,0.21) | Expt.Chrg: 0.335 | Predicted: -0.045 | Diff: 0.380
Z: 8.0 | positon: (-3.41,-0.73,-0.45) | Expt.Chrg: -0.097 | Predicted: -0.079 | Diff: -0.018
Z: 6.0 | positon: (-2.35,0.79,-0.43) | Expt.Chrg: -0.231 | Predicted: -0.044 | Diff: -0.187
Z: 6.0 | positon: (-0.68,1.55,-0.65) | Expt.Chrg: -0.419 | Predicted: -0.043 | Diff: -0.376
Z: 6.0 | positon: (-0.14,0.80,-1.21) | Expt.Chrg: -0.076 | Predicted: -0.043 | Diff: -0.033
Z: 6.0 | positon: (1.53,2.45,-0.52) | Expt.Chrg: 0.009 | Predicted: -0.045 | Diff: 0.053
Z: 1.0 | positon: (3.90,-0.82,0.37) | Expt.Chrg: 0.148 | Predicted: 0.102 | Diff: 0.046
Z: 1.0 | positon: (1.58,-1.86,-0.20) | Expt.Chrg: -0.098 | Predicted: 0.102 | Diff: -0.200
Z: 1.0 | positon: (-2.63,0.85,0.50) | Expt.Chrg: 0.097 | Predicted: 0.102 | Diff: -0.006
Z: 1.0 | positon: (-1.45,1.70,-0.02) | Expt.Chrg: 0.150 | Predicted: 0.102 | Diff: 0.048
Z: 1.0 | positon: (0.63,2.80,-0.19) | Expt.Chrg: 0.199 | Predicted: 0.102 | Diff: 0.097
******************************************************
********************For 54th molecule****************
Z: 8.0 | positon: (-1.49,-0.33,1.27) | Expt.Chrg: -0.773 | Predicted: -0.081 | Diff: -0.692
Z: 16.0 | positon: (-2.46,-0.35,0.40) | Expt.Chrg: 0.649 | Predicted: 0.076 | Diff: 0.573
Z: 8.0 | positon: (-0.85,1.47,-0.92) | Expt.Chrg: -0.545 | Predicted: -0.081 | Diff: -0.464
Z: 8.0 | positon: (-1.42,-1.64,-1.31) | Expt.Chrg: -0.396 | Predicted: -0.080 | Diff: -0.316
Z: 6.0 | positon: (1.06,0.21,-0.21) | Expt.Chrg: -0.481 | Predicted: -0.126 | Diff: -0.355
Z: 35.0 | positon: (0.87,-1.77,-0.01) | Expt.Chrg: 0.322 | Predicted: 0.101 | Diff: 0.221
Z: 35.0 | positon: (0.22,-0.51,1.29) | Expt.Chrg: 0.429 | Predicted: 0.101 | Diff: 0.328
Z: 35.0 | positon: (1.21,1.49,-0.48) | Expt.Chrg: 0.732 | Predicted: 0.101 | Diff: 0.631
Z: 1.0 | positon: (-0.55,-0.16,2.47) | Expt.Chrg: 0.064 | Predicted: -0.011 | Diff: 0.075
******************************************************
********************For 55th molecule****************
Z: 8.0 | positon: (-1.05,0.03,1.73) | Expt.Chrg: -0.615 | Predicted: -0.081 | Diff: -0.534
Z: 16.0 | positon: (-1.64,0.29,-0.06) | Expt.Chrg: 1.566 | Predicted: 0.076 | Diff: 1.490
Z: 8.0 | positon: (-1.58,1.74,-0.44) | Expt.Chrg: -0.595 | Predicted: -0.080 | Diff: -0.515
Z: 8.0 | positon: (-1.60,-0.46,-1.52) | Expt.Chrg: -0.643 | Predicted: -0.081 | Diff: -0.563
Z: 6.0 | positon: (1.32,-0.54,0.03) | Expt.Chrg: 0.089 | Predicted: -0.126 | Diff: 0.215
Z: 35.0 | positon: (1.97,-2.65,0.93) | Expt.Chrg: -0.137 | Predicted: 0.101 | Diff: -0.238
Z: 35.0 | positon: (1.44,1.15,2.21) | Expt.Chrg: 0.044 | Predicted: 0.101 | Diff: -0.056
Z: 35.0 | positon: (1.17,0.72,-1.93) | Expt.Chrg: -0.072 | Predicted: 0.101 | Diff: -0.173
Z: 1.0 | positon: (-0.82,0.15,3.31) | Expt.Chrg: 0.362 | Predicted: -0.011 | Diff: 0.374
******************************************************
********************For 56th molecule****************
Z: 8.0 | positon: (-2.21,-0.70,1.83) | Expt.Chrg: -0.612 | Predicted: -0.081 | Diff: -0.531
Z: 16.0 | positon: (-1.81,0.34,-0.18) | Expt.Chrg: 1.789 | Predicted: 0.076 | Diff: 1.713
Z: 8.0 | positon: (-1.27,1.59,-0.32) | Expt.Chrg: -0.670 | Predicted: -0.081 | Diff: -0.589
Z: 8.0 | positon: (-1.91,-0.67,-1.06) | Expt.Chrg: -0.639 | Predicted: -0.081 | Diff: -0.558
Z: 6.0 | positon: (-0.08,-0.35,0.77) | Expt.Chrg: -0.110 | Predicted: -0.126 | Diff: 0.016
Z: 35.0 | positon: (0.82,-2.53,0.53) | Expt.Chrg: 0.033 | Predicted: 0.101 | Diff: -0.068
Z: 35.0 | positon: (2.15,1.14,1.41) | Expt.Chrg: 0.073 | Predicted: 0.101 | Diff: -0.028
Z: 35.0 | positon: (1.79,1.08,-2.18) | Expt.Chrg: -0.130 | Predicted: 0.101 | Diff: -0.231
Z: 1.0 | positon: (-1.59,0.36,2.04) | Expt.Chrg: 0.265 | Predicted: -0.011 | Diff: 0.275
******************************************************
********************For 57th molecule****************
Z: 8.0 | positon: (3.23,-1.35,0.56) | Expt.Chrg: -0.649 | Predicted: -0.060 | Diff: -0.589
Z: 6.0 | positon: (1.99,-0.42,0.11) | Expt.Chrg: 0.427 | Predicted: -0.035 | Diff: 0.463
Z: 8.0 | positon: (3.30,1.62,-0.05) | Expt.Chrg: -0.167 | Predicted: -0.060 | Diff: -0.107
Z: 6.0 | positon: (0.48,0.61,0.18) | Expt.Chrg: -0.408 | Predicted: -0.035 | Diff: -0.373
Z: 6.0 | positon: (1.02,1.51,0.19) | Expt.Chrg: 0.139 | Predicted: -0.035 | Diff: 0.175
Z: 6.0 | positon: (0.67,0.98,-0.43) | Expt.Chrg: -0.164 | Predicted: -0.036 | Diff: -0.128
Z: 6.0 | positon: (-0.47,0.71,0.15) | Expt.Chrg: 0.137 | Predicted: -0.035 | Diff: 0.172
Z: 8.0 | positon: (-0.34,-0.69,-1.38) | Expt.Chrg: -0.169 | Predicted: -0.060 | Diff: -0.109
Z: 16.0 | positon: (-2.85,-0.12,0.16) | Expt.Chrg: 0.894 | Predicted: 0.055 | Diff: 0.839
Z: 8.0 | positon: (-3.10,-1.71,1.06) | Expt.Chrg: -0.572 | Predicted: -0.060 | Diff: -0.513
Z: 8.0 | positon: (-3.28,0.54,-2.39) | Expt.Chrg: -0.083 | Predicted: -0.059 | Diff: -0.023
Z: 8.0 | positon: (-3.44,0.31,2.08) | Expt.Chrg: -0.349 | Predicted: -0.060 | Diff: -0.289
Z: 1.0 | positon: (3.95,-2.25,1.20) | Expt.Chrg: 0.400 | Predicted: 0.120 | Diff: 0.279
Z: 1.0 | positon: (1.77,3.57,-0.94) | Expt.Chrg: 0.085 | Predicted: 0.120 | Diff: -0.035
Z: 1.0 | positon: (-0.44,2.65,-0.46) | Expt.Chrg: 0.164 | Predicted: 0.120 | Diff: 0.044
Z: 1.0 | positon: (-2.53,-2.50,0.74) | Expt.Chrg: 0.316 | Predicted: 0.120 | Diff: 0.195
******************************************************
********************For 58th molecule****************
Z: 8.0 | positon: (3.33,-0.94,0.28) | Expt.Chrg: -0.311 | Predicted: -0.060 | Diff: -0.251
Z: 6.0 | positon: (2.68,0.31,0.68) | Expt.Chrg: 0.081 | Predicted: -0.035 | Diff: 0.117
Z: 8.0 | positon: (3.22,0.94,-0.79) | Expt.Chrg: -0.249 | Predicted: -0.060 | Diff: -0.189
Z: 6.0 | positon: (1.82,0.72,0.67) | Expt.Chrg: -0.074 | Predicted: -0.036 | Diff: -0.039
Z: 6.0 | positon: (0.66,1.33,0.86) | Expt.Chrg: 0.077 | Predicted: -0.034 | Diff: 0.112
Z: 6.0 | positon: (-0.25,1.93,0.23) | Expt.Chrg: 0.227 | Predicted: -0.034 | Diff: 0.261
Z: 6.0 | positon: (-1.37,0.67,-0.11) | Expt.Chrg: -0.692 | Predicted: -0.035 | Diff: -0.657
Z: 8.0 | positon: (-0.10,0.27,-0.35) | Expt.Chrg: -0.284 | Predicted: -0.061 | Diff: -0.223
Z: 16.0 | positon: (-2.11,0.09,0.13) | Expt.Chrg: 1.838 | Predicted: 0.053 | Diff: 1.785
Z: 8.0 | positon: (-2.26,-1.67,-0.53) | Expt.Chrg: -0.738 | Predicted: -0.060 | Diff: -0.678
Z: 8.0 | positon: (-2.59,0.17,-0.64) | Expt.Chrg: -0.679 | Predicted: -0.061 | Diff: -0.618
Z: 8.0 | positon: (-3.76,1.74,1.49) | Expt.Chrg: -0.067 | Predicted: -0.059 | Diff: -0.008
Z: 1.0 | positon: (3.15,-1.62,1.26) | Expt.Chrg: 0.327 | Predicted: 0.121 | Diff: 0.206
Z: 1.0 | positon: (2.12,2.46,-0.07) | Expt.Chrg: 0.188 | Predicted: 0.121 | Diff: 0.067
Z: 1.0 | positon: (-0.74,2.51,-0.03) | Expt.Chrg: 0.099 | Predicted: 0.121 | Diff: -0.022
Z: 1.0 | positon: (-2.55,-2.22,0.53) | Expt.Chrg: 0.256 | Predicted: 0.121 | Diff: 0.136
******************************************************
********************For 59th molecule****************
Z: 8.0 | positon: (2.84,-0.99,0.02) | Expt.Chrg: -0.341 | Predicted: -0.061 | Diff: -0.280
Z: 6.0 | positon: (1.76,-0.12,0.77) | Expt.Chrg: -0.332 | Predicted: -0.036 | Diff: -0.296
Z: 8.0 | positon: (3.76,0.64,-0.69) | Expt.Chrg: -0.073 | Predicted: -0.060 | Diff: -0.013
Z: 6.0 | positon: (0.97,-0.01,0.24) | Expt.Chrg: -0.111 | Predicted: -0.035 | Diff: -0.076
Z: 6.0 | positon: (-0.28,1.75,-0.53) | Expt.Chrg: -0.642 | Predicted: -0.034 | Diff: -0.608
Z: 6.0 | positon: (-1.71,1.28,1.27) | Expt.Chrg: 0.132 | Predicted: -0.035 | Diff: 0.166
Z: 6.0 | positon: (-1.77,1.20,-0.21) | Expt.Chrg: -0.254 | Predicted: -0.035 | Diff: -0.219
Z: 8.0 | positon: (0.99,-0.09,-0.11) | Expt.Chrg: 1.060 | Predicted: -0.061 | Diff: 1.121
Z: 16.0 | positon: (-3.17,-0.33,0.05) | Expt.Chrg: 1.743 | Predicted: 0.055 | Diff: 1.688
Z: 8.0 | positon: (-2.74,-2.55,0.54) | Expt.Chrg: -0.896 | Predicted: -0.059 | Diff: -0.836
Z: 8.0 | positon: (-2.93,0.54,-1.35) | Expt.Chrg: -0.519 | Predicted: -0.060 | Diff: -0.458
Z: 8.0 | positon: (-3.28,0.55,0.82) | Expt.Chrg: -0.752 | Predicted: -0.061 | Diff: -0.691
Z: 1.0 | positon: (3.12,-2.70,1.19) | Expt.Chrg: 0.439 | Predicted: 0.120 | Diff: 0.318
